route_id, agency_id, route_short_name, route_long_name,route_type
http://irail.be/routes/NMBS/IC2508,0,IC2508,Schaarbeek - Dinant,2
http://irail.be/routes/NMBS/IC2509,0,IC2509,Schaarbeek - Dinant,2
http://irail.be/routes/NMBS/IC2510,0,IC2510,Schaarbeek - Dinant,2
http://irail.be/routes/NMBS/IC2511,0,IC2511,Schaarbeek / Schaerbeek - Dinant,2
http://irail.be/routes/NMBS/IC2512,0,IC2512,Schaarbeek / Schaerbeek - Dinant,2
http://irail.be/routes/NMBS/IC2513,0,IC2513,Schaarbeek / Schaerbeek - Dinant,2
http://irail.be/routes/NMBS/IC2514,0,IC2514,Schaarbeek / Schaerbeek - Dinant,2
http://irail.be/routes/NMBS/IC2515,0,IC2515,Schaarbeek / Schaerbeek - Dinant,2
http://irail.be/routes/NMBS/IC2516,0,IC2516,Schaarbeek / Schaerbeek - Dinant,2
http://irail.be/routes/NMBS/IC2517,0,IC2517,Schaarbeek / Schaerbeek - Dinant,2
http://irail.be/routes/NMBS/IC2518,0,IC2518,Schaarbeek / Schaerbeek - Dinant,2
http://irail.be/routes/NMBS/IC2519,0,IC2519,Schaarbeek / Schaerbeek - Dinant,2
http://irail.be/routes/NMBS/IC2520,0,IC2520,Brussel-Zuid / Bruxelles-Midi - Dinant,2
http://irail.be/routes/NMBS/IC2521,0,IC2521,Brussel-Zuid / Bruxelles-Midi - Dinant,2
http://irail.be/routes/NMBS/IC2522,0,IC2522,Brussel-Zuid / Bruxelles-Midi - Namur,2
http://irail.be/routes/NMBS/IC2526,0,IC2526,Namen - Brussel-Zuid,2
http://irail.be/routes/NMBS/IC2527,0,IC2527,Dinant - Schaarbeek / Schaerbeek,2
http://irail.be/routes/NMBS/IC2528,0,IC2528,Dinant - Schaarbeek / Schaerbeek,2
http://irail.be/routes/NMBS/IC2529,0,IC2529,Dinant - Schaarbeek / Schaerbeek,2
http://irail.be/routes/NMBS/IC2530,0,IC2530,Dinant - Schaarbeek / Schaerbeek,2
http://irail.be/routes/NMBS/IC2531,0,IC2531,Dinant - Schaerbeek / Schaarbeek,2
http://irail.be/routes/NMBS/IC2532,0,IC2532,Dinant - Schaerbeek / Schaarbeek,2
http://irail.be/routes/NMBS/IC2533,0,IC2533,Dinant - Schaarbeek,2
http://irail.be/routes/NMBS/IC2534,0,IC2534,Dinant - Schaarbeek,2
http://irail.be/routes/NMBS/IC2535,0,IC2535,Dinant - Schaarbeek,2
